Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
818,20,0,,13265,0,,1,0,0,3,0,4,0,0,0,1,8,5,2002,2002,1,0,6,6,0.0,148.0,0,0,0,0.0,0.0,0.0,0.0,1218,0.0,0,350,1568,0,0,0,0.0,1689,0,0,1689,1,0,2,0,3,1,0,7,0,2,1.0,0.0,20.0,0.0,3,857,0.0,0.0,0,150,59,0,0,0,0,,,,0,7,0,0,0,271000
819,80,0,80.0,8816,0,,0,0,0,0,0,19,0,0,0,5,6,7,1971,1971,0,0,3,3,0.0,80.0,1,0,1,1.0,0.0,3.0,0.0,504,0.0,0,506,1010,0,1,0,0.0,1052,0,0,1052,1,0,1,0,3,1,1,6,0,0,,0.0,58.0,1.0,2,440,0.0,0.0,0,0,0,0,0,0,0,,0.0,,0,6,4,0,0,155000
820,120,0,44.0,6371,0,,1,0,0,0,0,10,0,0,3,1,7,5,2009,2010,0,0,0,0,2.0,128.0,0,0,0,0.0,0.0,2.0,0.0,733,0.0,0,625,1358,0,0,0,0.0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,1.0,0.0,81.0,0.0,2,484,0.0,0.0,0,192,35,0,0,0,0,,,,0,6,4,1,2,224000
821,60,0,72.0,7226,0,,1,0,0,3,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,798,798,0,0,0,0.0,798,842,0,1640,0,0,2,1,3,1,0,6,0,0,,0.0,0.0,0.0,2,595,0.0,0.0,0,0,45,0,0,0,0,,,,0,6,0,0,0,183000
822,20,1,60.0,6000,0,1.0,0,1,0,0,1,7,0,0,1,1,4,4,1953,1953,0,0,1,1,1.0,0.0,3,0,1,3.0,0.0,0.0,2.0,0,0.0,0,936,936,0,2,1,0.0,936,0,0,936,0,0,1,0,2,1,1,4,3,0,,1.0,47.0,1.0,2,576,0.0,0.0,0,0,32,112,0,0,0,,,,0,2,3,0,0,93000
823,60,0,,12394,0,,1,0,0,2,0,17,0,0,0,0,7,5,2003,2003,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,1.0,2.0,0,0.0,0,847,847,0,0,0,0.0,847,886,0,1733,0,0,2,1,3,1,0,7,0,1,1.0,2.0,0.0,2.0,2,433,0.0,0.0,0,100,48,0,0,0,0,,,,0,10,1,0,5,225000
824,50,0,60.0,9900,0,,0,0,0,0,0,23,0,0,0,2,6,7,1940,1950,0,0,0,0,1.0,0.0,1,0,2,1.0,0.0,0.0,2.0,0,0.0,0,778,778,0,2,0,0.0,944,545,0,1489,0,0,2,0,3,1,1,7,0,1,1.0,1.0,72.0,1.0,1,240,0.0,0.0,0,335,0,0,0,0,0,,1.0,,0,7,3,0,0,139500
825,20,3,81.0,11216,0,,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,1.0,0.0,0,0,0,0.0,1.0,0.0,2.0,0,0.0,0,1489,1489,0,0,0,0.0,1489,0,0,1489,0,0,2,0,3,1,0,7,0,1,1.0,0.0,13.0,0.0,2,776,0.0,0.0,0,0,140,0,0,0,0,,,,0,6,2,1,2,232600
826,20,0,114.0,14803,0,,0,0,0,0,0,10,2,4,0,1,10,5,2007,2008,1,0,6,6,0.0,816.0,2,0,0,2.0,0.0,3.0,0.0,1636,0.0,0,442,2078,0,0,0,0.0,2084,0,0,2084,1,0,2,0,2,1,2,7,0,1,1.0,0.0,22.0,2.0,3,1220,0.0,0.0,0,188,45,0,0,0,0,,,,0,6,0,1,2,385000
827,45,1,50.0,6130,0,,0,0,0,0,0,8,0,0,0,3,5,6,1924,1950,0,0,1,1,1.0,0.0,1,0,2,1.0,0.0,0.0,1.0,784,0.0,0,0,784,0,1,0,0.0,784,0,0,784,1,0,1,0,2,1,0,5,0,0,,,,,0,0,,,0,0,0,116,0,0,0,,,,0,5,0,0,0,109500
828,20,0,65.0,8529,0,,1,0,0,0,0,12,0,0,0,1,7,5,2001,2001,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20,0.0,0,1434,1454,0,0,0,0.0,1434,0,0,1434,0,0,2,0,3,1,0,6,0,1,0.0,0.0,2.0,0.0,2,527,0.0,0.0,0,290,39,0,0,0,0,,,,0,4,3,0,0,189000
829,60,0,,28698,0,,2,2,0,3,2,19,0,0,0,0,5,5,1967,1967,4,5,7,4,1.0,0.0,1,0,0,1.0,1.0,1.0,5.0,249,2.0,88,0,1013,0,2,0,0.0,1160,966,0,2126,0,1,2,1,3,1,1,7,3,0,,0.0,17.0,2.0,2,538,0.0,0.0,0,486,0,0,0,225,0,,,,0,6,3,0,1,185000
830,160,3,24.0,2544,0,1.0,0,0,0,0,0,5,0,0,4,0,7,5,2005,2005,0,0,1,1,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,600,600,0,0,0,0.0,520,623,80,1223,0,0,2,1,2,1,0,4,0,0,,1.0,11.0,0.0,2,480,0.0,0.0,0,0,166,0,0,0,0,,,,0,7,2,0,0,147400
831,20,0,80.0,11900,0,,1,0,0,2,0,11,0,0,0,1,6,5,1957,1957,0,0,3,3,0.0,387.0,1,0,1,1.0,0.0,0.0,3.0,1040,0.0,0,352,1392,0,2,0,2.0,1392,0,0,1392,1,0,1,1,3,1,1,6,0,2,1.0,0.0,24.0,0.0,2,458,0.0,0.0,0,0,0,0,0,192,0,,,,0,6,0,0,0,166000
832,160,3,30.0,3180,0,1.0,0,0,0,0,0,5,0,0,3,0,7,5,2005,2005,0,0,1,1,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,600,600,0,0,0,0.0,520,600,80,1200,0,0,2,1,2,1,0,4,0,0,,1.0,11.0,0.0,2,480,0.0,0.0,0,0,166,0,0,0,0,,,,0,6,2,0,0,151000
833,60,0,44.0,9548,0,,1,0,0,3,0,0,0,0,0,0,7,6,2003,2003,0,0,0,0,0.0,223.0,0,0,0,0.0,0.0,0.0,0.0,483,0.0,0,458,941,0,0,0,0.0,941,888,0,1829,1,0,2,1,3,1,0,7,0,1,0.0,0.0,0.0,0.0,2,613,0.0,0.0,0,192,39,0,0,0,0,,,,0,1,4,0,0,237000
834,20,0,100.0,10004,0,,0,0,0,0,0,11,0,0,0,1,6,6,1964,1964,0,0,3,4,0.0,180.0,1,0,1,1.0,0.0,0.0,3.0,196,1.0,89,975,1516,0,2,0,0.0,1516,0,0,1516,0,0,1,1,3,1,1,6,0,0,,0.0,37.0,0.0,2,472,0.0,0.0,0,0,0,0,0,152,0,,,,0,2,3,0,0,167000
835,20,0,75.0,7875,0,,0,0,0,0,0,11,0,0,0,1,5,6,1961,1961,0,0,0,0,0.0,136.0,1,0,1,1.0,0.0,0.0,3.0,572,0.0,0,572,1144,0,1,0,0.0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,0,,0.0,50.0,1.0,2,456,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,9,0,0,0,139950
836,20,0,60.0,9600,0,,0,0,0,0,0,9,0,0,0,1,4,7,1950,1995,0,0,0,3,1.0,0.0,1,0,1,0.0,0.0,0.0,4.0,442,0.0,0,625,1067,0,2,0,0.0,1067,0,0,1067,0,0,2,0,2,1,0,4,3,0,,0.0,71.0,1.0,2,436,0.0,0.0,0,290,0,0,0,0,0,,,,0,2,4,0,0,128000
837,30,1,90.0,8100,0,1.0,0,0,0,0,0,7,0,0,0,1,5,6,1948,1973,0,0,0,0,1.0,0.0,1,0,2,1.0,0.0,0.0,3.0,338,0.0,0,1221,1559,0,1,0,0.0,1559,0,0,1559,1,0,1,0,2,1,1,5,3,0,,1.0,46.0,1.0,2,812,0.0,0.0,0,0,116,230,0,0,0,,1.0,,0,6,1,2,0,153500
838,160,1,21.0,1680,0,,0,0,0,0,0,22,0,0,4,0,6,5,1973,1973,0,0,3,3,0.0,158.0,1,0,1,1.0,0.0,0.0,4.0,330,0.0,0,153,483,0,2,0,0.0,483,504,0,987,1,0,1,1,2,1,1,5,0,0,,1.0,7.0,1.0,1,264,0.0,0.0,0,0,0,0,0,0,0,,,,0,11,0,0,0,100000
839,20,0,75.0,9525,0,,0,0,0,0,0,0,0,0,0,1,5,6,1995,2006,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1099,1099,0,0,0,0.0,1099,0,0,1099,0,0,1,1,3,1,0,6,0,0,,0.0,38.0,1.0,1,352,0.0,0.0,0,278,0,0,0,0,0,,,,0,6,0,0,0,144000
840,50,0,70.0,11767,0,,0,0,0,0,0,15,0,0,0,2,5,6,1946,1995,0,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,352,0.0,0,416,768,0,0,0,0.0,768,432,0,1200,0,0,1,0,3,1,1,6,0,0,,1.0,93.0,1.0,1,240,0.0,0.0,0,0,0,0,0,0,0,,,,0,5,0,0,0,130500
841,70,4,,12155,0,,1,0,0,0,0,23,0,0,0,0,6,8,1925,1950,0,0,2,5,1.0,0.0,1,0,2,1.0,0.0,0.0,4.0,156,0.0,0,516,672,0,2,1,0.0,810,672,0,1482,0,0,2,0,4,1,3,7,0,0,,1.0,90.0,1.0,1,400,0.0,0.0,2,0,0,254,0,0,0,,,,0,3,0,0,0,140000
842,70,1,60.0,10440,0,0.0,0,0,0,0,0,7,0,0,0,0,5,8,1904,2002,0,0,1,1,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,650,650,0,1,0,0.0,958,581,0,1539,0,0,2,0,3,1,0,8,0,1,4.0,1.0,31.0,1.0,2,686,2.0,0.0,2,70,78,68,0,0,0,,,,0,6,0,0,0,157500
843,80,0,82.0,9020,0,,0,0,0,0,0,11,0,0,0,5,6,7,1966,1966,0,0,3,3,0.0,183.0,1,0,1,1.0,0.0,1.0,3.0,312,2.0,48,276,1127,0,2,0,0.0,1165,0,0,1165,1,0,1,1,3,1,1,6,0,0,,0.0,26.0,0.0,2,490,2.0,2.0,0,0,129,0,0,0,0,,2.0,,0,5,0,0,0,174900
844,90,0,80.0,8000,0,,0,0,0,2,0,11,3,0,2,1,5,4,1961,1961,0,0,4,7,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,1800,1800,0,0,1,0.0,1800,0,0,1800,0,0,2,0,6,2,1,10,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,,0,7,1,0,0,141000
845,50,1,100.0,12665,0,0.0,1,0,0,0,0,7,3,0,0,2,5,8,1915,1950,0,0,2,5,1.0,0.0,1,0,2,1.0,0.0,2.0,2.0,0,0.0,0,876,876,0,1,0,0.0,876,540,0,1416,0,0,1,1,4,1,1,7,0,1,1.0,1.0,73.0,1.0,3,720,0.0,0.0,0,418,0,194,0,0,0,,,,0,6,0,0,0,153900
846,85,0,,16647,0,,1,0,0,3,0,9,4,0,0,4,5,5,1975,1981,0,0,3,3,1.0,0.0,1,0,1,0.0,0.0,1.0,1.0,1390,0.0,0,0,1390,0,2,0,0.0,1701,0,0,1701,1,0,2,0,3,1,1,6,3,2,0.0,4.0,57.0,2.0,2,611,0.0,0.0,0,0,0,0,0,0,0,,,,0,1,1,0,0,171000
847,60,0,75.0,9317,0,,0,0,0,0,0,12,0,0,0,0,7,5,1993,1993,0,0,3,3,0.0,137.0,0,0,0,0.0,0.0,0.0,1.0,513,0.0,0,227,740,0,0,0,0.0,1006,769,0,1775,1,0,2,1,3,1,0,7,0,1,0.0,0.0,5.0,1.0,2,425,0.0,0.0,0,234,72,192,0,0,0,,,,0,7,3,0,0,213000
848,20,0,36.0,15523,0,,1,0,0,3,0,0,0,0,0,1,5,6,1972,1972,0,0,3,4,1.0,0.0,1,0,1,1.0,0.0,3.0,4.0,460,0.0,0,404,864,0,0,0,0.0,864,0,0,864,1,0,1,0,3,1,1,5,0,1,2.0,0.0,67.0,1.0,1,338,0.0,0.0,0,0,0,0,0,0,0,,,,0,8,3,0,0,133500
849,50,0,75.0,45600,0,,2,1,0,0,0,19,0,0,0,2,6,8,1908,1997,0,0,2,5,1.0,0.0,1,0,2,1.0,0.0,0.0,2.0,0,0.0,0,907,907,0,2,0,0.0,1307,1051,0,2358,0,0,3,0,5,1,1,10,0,1,1.0,1.0,94.0,1.0,2,360,1.0,0.0,0,486,40,0,0,175,0,,,,0,9,0,0,0,240000
850,80,0,80.0,9600,0,,0,0,0,1,0,1,1,0,0,5,6,7,1976,1994,1,0,7,4,0.0,360.0,0,1,1,1.0,0.0,0.0,2.0,0,0.0,0,528,528,0,0,0,0.0,1094,761,0,1855,0,0,2,1,3,1,1,7,0,1,0.0,0.0,1.0,0.0,2,512,0.0,0.0,0,113,100,0,0,0,0,,,,0,8,1,0,0,187000
851,120,1,36.0,4435,0,,0,0,0,0,0,0,0,0,3,1,6,5,2003,2003,0,0,0,0,0.0,170.0,0,0,0,0.0,0.0,3.0,0.0,659,0.0,0,189,848,0,0,0,0.0,848,0,0,848,1,0,1,0,1,1,0,3,0,0,,0.0,0.0,2.0,2,420,0.0,0.0,0,140,0,0,0,0,0,,,,0,11,1,0,0,131500
852,120,0,,3196,0,,0,0,0,0,0,21,0,0,3,1,8,5,2003,2003,0,0,0,0,0.0,40.0,0,0,0,0.0,0.0,1.0,2.0,0,0.0,0,1273,1273,0,0,0,0.0,1456,0,0,1456,0,0,2,0,2,1,0,7,0,1,0.0,0.0,0.0,2.0,2,400,0.0,0.0,0,143,20,0,0,0,0,,,,0,5,2,0,0,215000
853,75,0,53.0,7128,0,,0,0,0,0,0,2,0,0,0,6,7,5,1941,1950,0,0,1,1,1.0,0.0,1,1,1,1.0,0.0,0.0,3.0,364,0.0,0,554,918,0,1,0,0.0,918,728,0,1646,0,0,2,0,4,1,1,7,0,2,1.0,1.0,80.0,1.0,1,240,0.0,0.0,0,0,0,0,0,126,0,,0.0,,0,8,1,0,0,164000
854,80,0,,12095,0,,1,0,0,2,0,11,0,0,0,5,6,6,1964,1964,0,0,1,3,0.0,115.0,1,1,1,1.0,0.0,1.0,3.0,564,0.0,0,563,1127,0,2,0,0.0,1445,0,0,1445,0,0,1,1,3,1,1,7,0,1,2.0,0.0,37.0,0.0,2,645,0.0,0.0,0,180,0,0,0,0,0,,0.0,,0,8,3,0,0,158000
855,20,0,102.0,17920,0,,0,0,0,0,0,9,0,0,0,1,5,4,1955,1974,1,0,2,4,1.0,0.0,1,0,1,1.0,0.0,2.0,1.0,306,3.0,90,372,1763,0,2,0,0.0,1779,0,0,1779,1,0,1,1,3,1,1,6,0,1,1.0,0.0,62.0,1.0,2,454,0.0,0.0,0,0,418,0,0,312,0,,,,0,7,2,0,1,170000
856,20,0,,6897,0,,1,0,0,2,0,9,0,0,0,1,5,8,1962,2010,0,0,3,3,1.0,0.0,1,1,1,1.0,0.0,0.0,1.0,659,0.0,0,381,1040,0,0,0,0.0,1040,0,0,1040,1,0,1,1,3,1,1,6,0,0,,1.0,12.0,1.0,1,260,0.0,0.0,0,0,104,0,0,0,0,,,,0,4,4,0,0,127000
857,80,0,,10970,0,,1,2,0,0,1,0,0,0,0,5,6,6,1978,1978,0,0,7,3,1.0,0.0,1,0,1,0.0,1.0,1.0,0.0,505,4.0,91,0,940,0,2,0,0.0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,,1.0,36.0,1.0,2,576,0.0,1.0,0,0,0,34,0,0,0,,0.0,,0,10,0,0,0,147000
858,60,0,65.0,8125,0,,0,0,0,0,0,17,0,0,0,0,6,5,1994,1995,0,0,3,3,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,702,702,0,1,0,0.0,702,779,0,1481,0,0,2,1,3,1,1,6,0,1,0.0,0.0,74.0,2.0,2,343,0.0,0.0,0,0,36,0,0,0,0,,,,0,3,3,0,0,174000
859,20,0,80.0,10400,0,,0,0,0,0,0,6,0,0,0,1,7,5,1976,1976,0,0,3,3,0.0,189.0,1,0,1,0.0,0.0,0.0,2.0,0,0.0,0,1090,1090,0,2,0,0.0,1370,0,0,1370,0,0,2,0,3,1,1,6,0,1,0.0,0.0,1.0,0.0,2,479,0.0,0.0,0,0,0,0,0,0,0,,0.0,,0,6,3,0,5,152000
860,60,0,,11029,0,,1,0,0,2,0,6,7,0,0,0,6,7,1968,1984,0,0,3,3,0.0,220.0,1,0,1,1.0,0.0,2.0,4.0,619,0.0,0,435,1054,0,2,0,0.0,1512,1142,0,2654,1,0,2,1,4,1,0,9,0,1,1.0,0.0,21.0,1.0,2,619,0.0,0.0,0,0,65,0,0,222,0,,,,0,8,2,0,0,250000
861,50,0,55.0,7642,0,,0,0,0,2,0,2,0,0,0,2,7,8,1918,1998,0,0,2,5,1.0,0.0,0,0,2,1.0,0.0,0.0,2.0,0,0.0,0,912,912,0,1,0,0.0,912,514,0,1426,0,0,1,1,3,1,0,7,0,1,1.0,1.0,79.0,1.0,1,216,0.0,0.0,0,0,240,0,0,0,0,,2.0,,0,6,1,0,0,189950
862,190,0,75.0,11625,0,,0,0,0,0,0,9,0,0,1,1,5,4,1965,1965,1,0,7,3,1.0,0.0,1,0,0,1.0,0.0,2.0,4.0,841,0.0,0,198,1039,0,0,0,0.0,1039,0,0,1039,1,0,1,1,3,1,1,6,0,0,,0.0,10.0,1.0,2,504,0.0,0.0,0,0,0,0,0,0,0,,,,0,4,4,0,0,131500
863,20,0,81.0,9672,0,,0,0,0,2,0,12,0,0,0,1,6,5,1984,1985,1,0,3,4,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,338,0.0,0,702,1040,0,2,0,0.0,1097,0,0,1097,0,0,2,0,3,1,1,6,0,0,,0.0,63.0,1.0,2,480,0.0,0.0,0,0,0,0,0,0,0,,2.0,,0,5,4,0,0,152000
864,20,0,70.0,7931,0,,0,0,0,0,0,11,0,0,0,1,5,5,1959,1959,1,0,4,4,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,1148,0.0,0,0,1148,0,2,0,0.0,1148,0,0,1148,1,0,1,0,3,1,1,6,0,0,,0.0,27.0,1.0,1,672,0.0,0.0,0,0,0,0,0,0,0,,2.0,,0,7,3,0,0,132500
865,20,3,72.0,8640,0,,0,0,0,0,0,5,0,0,0,1,7,5,2007,2008,0,0,0,0,1.0,0.0,0,0,0,2.0,0.0,0.0,2.0,0,0.0,0,1372,1372,0,0,0,0.0,1372,0,0,1372,0,0,2,0,3,1,0,6,0,0,,0.0,23.0,2.0,2,529,0.0,0.0,0,0,140,0,0,0,0,,,,0,5,0,1,2,250580
866,20,0,,8750,0,,1,0,0,0,0,11,0,0,0,1,5,6,1970,1970,0,0,1,1,0.0,76.0,1,0,1,1.0,0.0,0.0,4.0,828,0.0,0,174,1002,0,2,0,0.0,1002,0,0,1002,1,0,1,0,3,1,1,5,0,0,,1.0,7.0,1.0,2,902,0.0,0.0,0,0,0,0,0,0,0,,0.0,,0,8,3,0,0,148500
867,20,0,67.0,10656,0,,1,3,0,0,0,16,0,0,0,1,8,5,2006,2007,0,0,0,0,2.0,274.0,0,0,0,0.0,0.0,3.0,2.0,0,0.0,0,1638,1638,0,0,0,0.0,1646,0,0,1646,0,0,2,0,3,1,0,6,0,1,1.0,0.0,22.0,0.0,3,870,0.0,0.0,0,192,80,0,0,0,0,,,,0,11,1,1,2,248900
868,20,0,85.0,6970,0,,0,0,0,2,0,9,1,0,0,1,4,5,1961,1961,0,0,0,0,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,932,0.0,0,108,1040,0,2,0,0.0,1120,0,0,1120,1,0,1,1,3,1,3,5,0,0,,0.0,50.0,0.0,2,544,0.0,0.0,0,168,0,0,0,0,0,,,0.0,400,5,1,0,0,129000
869,60,0,,14762,0,,2,0,0,2,0,17,1,0,0,0,5,6,1948,1950,0,0,7,4,1.0,0.0,1,0,4,,,,,0,,0,0,0,0,1,0,0.0,1547,720,53,2320,0,0,2,0,2,1,1,7,0,1,0.0,0.0,53.0,1.0,2,672,0.0,0.0,2,120,144,0,0,0,0,,,,0,5,2,0,0,169000
870,60,0,80.0,9938,0,,0,0,0,0,0,12,0,0,0,0,7,5,1993,1994,0,0,1,1,0.0,246.0,0,0,0,0.0,0.0,0.0,0.0,750,0.0,0,300,1050,0,0,0,0.0,1062,887,0,1949,1,0,2,1,3,1,0,8,0,1,0.0,0.0,5.0,2.0,2,574,0.0,0.0,0,156,90,0,0,0,0,,2.0,,0,6,4,0,0,236000
871,20,0,60.0,6600,0,,0,0,0,0,0,11,2,0,0,1,5,5,1962,1962,1,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,894,894,0,1,1,0.0,894,0,0,894,0,0,1,0,2,1,1,5,0,0,,1.0,12.0,1.0,1,308,0.0,0.0,0,0,0,0,0,0,0,,,,0,8,3,0,0,109500
872,60,0,70.0,8750,0,,0,0,0,0,0,0,0,0,0,0,6,5,1998,1998,0,0,0,0,0.0,116.0,1,0,0,0.0,0.0,0.0,0.0,505,0.0,0,299,804,0,0,0,0.0,804,878,0,1682,0,0,2,1,3,1,0,7,0,0,,0.0,3.0,0.0,2,523,0.0,0.0,0,0,77,0,0,0,0,,,,0,6,4,0,0,200500
873,20,0,74.0,8892,0,,0,0,0,2,0,11,0,0,0,1,5,7,1953,1996,0,0,5,2,1.0,0.0,0,0,5,1.0,0.0,3.0,2.0,0,0.0,0,105,105,0,1,0,0.0,910,0,0,910,0,0,1,0,3,1,0,5,0,0,,0.0,30.0,1.0,2,414,0.0,0.0,0,196,0,150,0,0,0,,1.0,,0,10,0,0,0,116000
874,40,0,60.0,12144,0,,0,0,0,0,0,11,0,0,0,1,5,7,1949,1950,0,0,3,3,1.0,0.0,0,0,1,1.0,0.0,0.0,3.0,375,0.0,0,457,832,0,1,0,0.0,1036,0,232,1268,0,0,1,0,3,1,1,6,0,1,1.0,0.0,73.0,1.0,1,288,0.0,0.0,0,0,28,0,0,0,0,,,2.0,0,9,3,0,0,133000
875,50,1,52.0,5720,0,,0,0,0,0,0,7,3,0,0,2,5,6,1941,1950,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,676,676,0,0,0,0.0,676,455,0,1131,0,0,1,1,3,1,1,5,0,0,,1.0,80.0,1.0,1,200,0.0,0.0,0,26,0,0,0,0,0,,,,0,8,3,0,1,66500
876,60,3,75.0,9000,0,,0,0,0,0,0,5,0,0,0,0,8,5,2007,2007,0,0,6,6,1.0,0.0,0,0,0,0.0,0.0,3.0,0.0,64,0.0,0,1120,1184,0,0,0,0.0,1184,1426,0,2610,0,0,2,1,4,1,2,11,0,1,1.0,2.0,22.0,2.0,2,550,0.0,0.0,0,208,364,0,0,0,0,,,,0,8,1,1,2,303477
877,20,0,94.0,25286,0,,0,3,0,0,1,4,0,0,0,1,4,5,1963,1963,0,0,3,4,1.0,0.0,1,0,0,1.0,0.0,1.0,1.0,633,0.0,0,431,1064,0,1,0,0.0,1040,0,0,1040,1,0,1,0,3,1,1,5,0,0,,0.0,35.0,1.0,2,648,0.0,0.0,0,0,0,0,0,0,0,,,,0,1,1,0,0,132250
878,60,0,74.0,8834,0,,0,0,0,0,0,10,0,0,0,0,9,5,2004,2005,1,0,0,0,2.0,216.0,0,0,0,2.0,0.0,0.0,0.0,1170,0.0,0,292,1462,0,0,0,0.0,1462,762,0,2224,1,0,2,1,4,1,2,10,0,1,1.0,0.0,6.0,2.0,3,738,0.0,0.0,0,184,0,0,0,0,0,,,,0,6,3,0,0,350000
879,85,0,88.0,11782,0,,1,0,0,0,0,9,0,0,0,4,5,7,1961,1995,0,0,3,3,1.0,0.0,1,0,1,1.0,0.0,3.0,1.0,899,0.0,0,210,1109,0,2,0,0.0,1155,0,0,1155,1,0,1,0,3,1,0,6,3,0,,1.0,42.0,1.0,2,576,0.0,0.0,0,192,0,0,0,0,0,,0.0,0.0,400,6,4,0,0,148000
880,20,0,,7000,0,,1,0,0,3,0,0,0,0,0,1,5,8,1978,2005,0,0,0,0,0.0,90.0,0,1,1,1.0,0.0,0.0,1.0,646,0.0,0,218,864,0,0,0,0.0,864,0,0,864,1,0,1,0,3,1,1,6,0,0,,0.0,76.0,1.0,1,336,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,7,3,0,0,136500
881,20,0,60.0,7024,0,,0,0,0,0,0,15,0,0,0,1,5,5,2005,2006,0,0,0,0,1.0,0.0,1,0,0,2.0,1.0,0.0,1.0,980,0.0,0,110,1090,0,1,0,0.0,1090,0,0,1090,1,0,1,1,2,1,1,5,0,0,,0.0,11.0,2.0,2,450,0.0,0.0,0,0,49,0,0,0,0,,,,0,6,1,0,0,157000
882,50,0,44.0,13758,0,,1,0,0,3,0,16,0,0,0,2,7,5,1990,1991,0,0,3,3,0.0,117.0,0,1,1,0.0,0.0,2.0,5.0,902,0.0,0,254,1156,0,0,0,0.0,1187,530,0,1717,0,0,2,1,3,1,0,7,0,1,0.0,0.0,40.0,0.0,2,400,0.0,0.0,0,168,36,0,0,0,0,,,,0,4,1,0,0,187500
883,60,0,,9636,0,,1,0,0,2,0,17,0,0,0,0,6,5,1992,1993,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,808,808,0,1,0,0.0,808,785,0,1593,0,0,2,1,3,1,1,7,0,1,0.0,2.0,5.0,0.0,2,389,0.0,0.0,0,342,40,0,0,0,0,,0.0,,0,12,3,0,0,178000
884,75,0,60.0,6204,0,,0,1,0,0,0,23,0,0,0,7,4,5,1912,1950,0,0,2,5,1.0,0.0,0,0,0,1.0,2.0,0.0,2.0,0,0.0,0,795,795,0,2,1,0.0,954,795,481,2230,1,0,1,0,5,1,1,10,0,0,,1.0,33.0,1.0,1,440,0.0,2.0,0,0,188,0,0,0,0,,,,0,3,2,0,0,118500
885,20,0,65.0,7150,0,,0,0,0,0,0,11,0,0,0,1,5,5,1967,1967,0,0,3,3,0.0,60.0,1,0,1,1.0,0.0,0.0,4.0,432,0.0,0,460,892,0,2,0,0.0,892,0,0,892,0,0,1,0,3,1,1,5,0,0,,0.0,17.0,0.0,1,288,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,7,3,0,0,100000
886,120,3,50.0,5119,0,,1,0,0,3,0,5,0,0,3,1,9,5,1999,2000,0,0,1,1,0.0,60.0,0,0,0,2.0,0.0,3.0,0.0,1238,0.0,0,460,1698,0,0,0,0.0,1709,0,0,1709,1,0,2,0,2,1,0,5,0,1,0.0,0.0,38.0,2.0,2,506,0.0,0.0,0,97,65,0,0,0,0,,,,0,1,0,5,1,328900
